filepath,transcription
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/14/Recording_758.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/7/7_39.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/10/10_5.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/12/ha_12_15.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/13/recoding46.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/15/ha_15_1.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/0/0_52.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/2/ha_2_14.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/1/thanh_2_38.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/5/Recording_283.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/12/12_49.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/5/Recording_292.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/2/2_2.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/14/thanh_15_46.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/6/6_13.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/10/thanh_11_14.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/3/thanh_4_38.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/0/0_29.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/0/Recording_42.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/11/thanh_12_33.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/7/ha_7_43.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/11/ha_11_17.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/1/Recording_85.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/8/thanh_9_4.wav,bật nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/0/ha_0_49.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/12/Recording_680.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/17/ha_17_44.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/14/14_2.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/6/ha_6_35.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/15/15_17.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/4/thanh_5_33.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/8/thanh_9_9.wav,bật nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/11/ha_11_26.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/10/Recording_551.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/17/17_36.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/15/thanh_16_47.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/4/Recording_253.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_70.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/8/thanh_9_2.wav,bật nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/4/thanh_5_7.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/7/7_1.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/14/14_57.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/9/ha_9_35.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/14/ha_14_38.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/11/thanh_12_36.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/4/ha_4_10.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/15/15_48.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/3/3_28.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/3/Recording_210.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/11/ha_11_15.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/2/2_22.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/16/16_73.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/9/ha_9_37.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/17/17_72.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/7/7_36.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/10/thanh_11_3.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/3/Recording_188.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/15/thanh_16_11.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/1/ha_1_39.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/10/thanh_11_36.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_48.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/11/thanh_12_16.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/12/12_43.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/2/2_11.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/17/ha_17_46.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/6/thanh_7_55.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/12/ha_12_37.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/13/thanh_14_21.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/14/ha_14_34.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_14.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/16/16_3.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/17/17_78.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/10/thanh_11_1.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/5/ha_5_49.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/16/ha_16_4.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/9/9_41.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/10/10_53.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/9/Recording_501.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/3/thanh_4_29.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/13/13_59.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/11/ha_11_33.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/17/ha_17_50.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/0/ha_0_41.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/3/ha_3_11.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/17/ha_17_17.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/1/ha_1_13.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/14/Recording_753.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/11/thanh_12_6.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/3/Recording_208.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/5/Recording_307.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/16/16_6.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/1/Recording_104.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/6/6_9.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/6/thanh_7_8.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/17/17_74.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/14/thanh_15_14.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/0/thanh_1_64.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/16/ha_16_10.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/15/thanh_16_8.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/17/ha_17_14.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/17/ha_17_39.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/2/ha_2_6.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/6/thanh_7_63.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/14/14_24.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/2/ha_2_10.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/14/thanh_15_30.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/13/ha_13_24.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/17/ha_17_1.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/3/Recording_181.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/16/Recording_890.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/14/thanh_15_45.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/16/Recording_874.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/1/thanh_2_35.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/9/ha_9_28.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/1/thanh_2_29.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/10/Recording_550.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/2/2_14.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/4/ha_4_26.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/6/ha_6_42.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/11/Recording_627.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/1/1_57.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/0/thanh_1_25.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/12/ha_12_31.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/5/5_6.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/16/16_66.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/0/0_33.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/16/Recording_885.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/11/Recording_615.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/12/ha_12_39.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/17/17_60.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/5/Recording_299.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_50.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/4/ha_4_49.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/12/ha_12_13.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/14/ha_14_40.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/16/thanh_17_15.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/5/Recording_302.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/11/thanh_12_4.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/1/1_18.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/8/thanh_9_42.wav,bật nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/17/17_32.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/9/thanh_10_14.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/3/ha_3_14.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/17/Recording_940.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_37.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/8/Recording_464.wav,bật nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/13/ha_13_5.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/15/15_10.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/3/3_52.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/7/7_22.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/9/thanh_10_6.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/1/1_59.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/4/4_47.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/15/ha_15_47.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/16/16_74.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/15/Recording_850.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/16/16_4.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/4/4_13.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/4/4_30.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/15/Recording_803.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/8/Recording_444.wav,bật nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/12/ha_12_50.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/11/ha_11_48.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/9/thanh_10_12.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/2/2_50.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/6/thanh_7_36.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/15/15_29.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/7/ha_7_2.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/9/thanh_10_16.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/13/13_18.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_17.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/5/5_32.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/16/ha_16_31.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/16/Recording_855.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/4/4_39.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/5/5_42.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/1/ha_1_40.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_63.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/9/9_9.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/1/ha_1_28.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/16/ha_16_21.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/5/ha_5_13.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/8/thanh_9_21.wav,bật nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/12/12_32.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/2/2_43.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/6/6_6.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/8/ha_8_37.wav,bật nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/16/ha_16_50.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/12/Recording_656.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/1/ha_1_10.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/12/12_29.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/0/0_30.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/7/7_57.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/6/ha_6_47.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/15/Recording_838.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/2/thanh_3_31.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/16/thanh_17_49.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/17/Recording_920.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/9/9_51.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/13/thanh_14_6.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/10/ha_10_40.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/5/Recording_272.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/2/Recording_112.wav,bật đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/17/thanh_18_33.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/13/13_60.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/15/15_5.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/12/ha_12_29.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/17/ha_17_26.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/13/13_48.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/11/11_60.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/0/ha_0_14.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/4/4_50.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/13/thanh_14_36.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/17/thanh_18_8.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/5/thanh_6_18.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/17/ha_17_33.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/10/10_50.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/11/ha_11_24.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/1/ha_1_3.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/10/thanh_11_15.wav,dừng nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/3/Recording_175.wav,bật đèn lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/13/thanh_14_48.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/9/9_50.wav,bật nhạc lên
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/0/ha_0_20.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/1/1_43.wav,xoay ghế phải
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/15/thanh_16_5.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/15/ha_15_36.wav,tắt laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/7/Recording_419.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_8.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/17/Recording_911.wav,tắt tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/4/4_14.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/6/ha_6_6.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/16/16_50.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/12/thanh_13_38.wav,bật màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/13/ha_13_12.wav,tắt màn hình
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/7/ha_7_30.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/6/ha_6_49.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/0/thanh_1_13.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/0/0_11.wav,xoay ghế trái
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_69.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/5/thanh_6_5.wav,tắt đèn đi
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hung_clean/4/Recording_265.wav,tắt đèn
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/14/ha_14_33.wav,bật laptop
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Hoang_clean/11/11_47.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/11/thanh_12_17.wav,chuyển nhạc
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/16/thanh_17_9.wav,bật tv
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Ha_clean/6/ha_6_27.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/6/thanh_7_42.wav,sáng quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/7/thanh_8_21.wav,tối quá
/home/jonnyjack/workspace/UET/speech_processing/speech_dataset/Thanh_clean/15/thanh_16_35.wav,tắt laptop
